ID,RCTRCK,RACE_DE,RACE_NO,PARTCPT_NO,RANK,RCHOSE_NM,HRSMN,RCORD,ARVL_DFFRNC,EACH_SCTN_PASAGE_RANK,A_WIN_SYTM_EXPECT_ALOT,WIN_STA_EXPECT_ALOT
202,부경,2014-01-10,6,2,10,우승행진,김현중,0:01:19.4,2,1 -  -  - 1 - 2 - 4 - 8,22.6,5.4
203,부경,2014-01-10,6,7,3,러블리스타,김동영,0:01:17.5,6,4 -  -  - 5 - 5 - 3 - 3,4.8,1.4
204,부경,2014-01-10,6,4,2,중앙천해,채규준,0:01:16.5,1,2 -  -  - 2 - 1 - 1 - 1,5.5,1.6
205,부경,2014-01-10,7,3,9,스윙사일런스,김동영,0:01:26.1,2½,1 -  - 3 - 1 - 1 - 3 - 6,13,2
206,부경,2014-01-10,7,6,4,용맹질주,최시대,0:01:24.5,3,9 -  - 7 - 10 - 10 - 9 - 5,16.7,3.2
207,부경,2014-01-10,7,4,8,해피러브,황종우,0:01:25.7,1,5 -  - 5 - 6 - 6 - 7 - 8,48,6.1
208,부경,2014-01-10,7,1,1,위너스마린,유현명,0:01:23.0,,4 -  - 9 - 3 - 3 - 1 - 1,1.4,1.1
209,부경,2014-01-10,3,10,8,나우리즈,문중원,0:01:04.3,코,6 -  -  -  - 8 - 10 - 10,76.1,17.8
210,부경,2014-01-10,6,9,8,웰캡스타,유현명,0:01:18.8,1,3 -  -  - 3 - 3 - 6 - 5,21.7,7.3
211,부경,2014-01-10,9,6,5,스프링걸,김남성,0:01:17.7,1½,5 -  -  - 5 - 6 - 5 - 5,19.7,3.5
212,부경,2014-01-10,7,8,7,머스트런,김남성,0:01:25.5,1½,3 -  - 2 - 7 - 9 - 10 - 9,62.7,9
213,부경,2014-01-10,9,3,6,칠옥타브,문중원,0:01:17.8,목,7 -  -  - 7 - 7 - 7 - 7,80,6.4
214,부경,2014-01-10,9,2,4,자이언츠키,최시대,0:01:17.5,목,1 -  -  - 1 - 1 - 3 - 3,4.3,1.2
215,부경,2014-01-10,9,7,7,메이저퀸,박금만,0:01:18.1,1½,6 -  -  - 6 - 5 - 4 - 4,17.9,2.8
216,부경,2014-01-10,9,9,1,황금빛지중해,다나카,0:01:14.8,,4 -  -  - 3 - 3 - 1 - 1,1.5,1.1
217,부경,2014-01-10,10,1,5,스피드배틀,박성광,0:01:37.8,1¼,6 -  - 9 - 10 - 9 - 9 - 6,36.2,7.6
218,부경,2014-01-10,11,5,4,빅타임,설동복,0:01:43.1,2,10 -  - 10 - 10 - 9 - 10 - 5,33.1,5.9
219,부경,2014-01-10,1,4,5,바람탄,김태준,0:01:04.9,1,6 -  -  -  - 7 - 7 - 6,16.1,3.5
220,부경,2014-01-10,1,6,1,세렌디브마린,박성광,0:01:04.3,,4 -  -  -  - 4 - 4 - 4,47,9.3
221,부경,2014-01-10,1,5,2,새로운퀸,최시대,0:01:04.4,¾,5 -  -  -  - 5 - 5 - 3,19.1,3.8
222,부경,2014-01-10,1,3,3,포에버마린,설동복,0:01:04.5,½,3 -  -  -  - 3 - 3 - 2,4.8,1.2
223,부경,2014-01-10,1,2,4,진격의질주,박금만,0:01:04.8,1½,2 -  -  -  - 1 - 1 - 1,1.3,1
224,부경,2014-01-10,2,3,4,나이스퀸,송경윤,0:01:05.1,머리,2 -  -  -  - 1 - 3 - 3,3,1.3
225,부경,2014-01-10,2,5,1,피코원,김현중,0:01:04.9,,5 -  -  -  - 5 - 7 - 5,3.3,1.3
226,부경,2014-01-10,2,4,5,비보마린,채규준,0:01:05.3,1,4 -  -  -  - 2 - 1 - 1,4.1,1.5
227,부경,2014-01-10,2,1,8,프리미어퀸,구민성,0:01:06.6,2,1 -  -  -  - 4 - 4 - 7,39.8,10.5
228,부경,2014-01-10,2,6,2,금포리안,이성재,0:01:05.1,¾,7 -  -  -  - 7 - 6 - 4,16.2,3.6
229,부경,2014-01-10,3,8,5,행복질주,이성재,0:01:03.4,머리,5 -  -  -  - 4 - 4 - 4,94.6,18.9
230,부경,2014-01-10,3,4,4,싱크쉬즈올댓,구영준,0:01:03.4,2,4 -  -  -  - 5 - 5 - 5,15.1,2.9
231,부경,2014-01-10,10,2,11,금빛총알,김현중,0:01:39.2,2½,11 -  - 12 - 9 - 10 - 12 - 11,55.3,9.6
232,부경,2014-01-10,10,4,9,고적대,김태준,0:01:38.5,1½,12 -  - 11 - 12 - 12 - 11 - 10,42,8.5
233,부경,2014-01-10,9,5,9,히말라야기상,박성광,0:01:19.8,10,3 -  -  - 4 - 4 - 6 - 6,32.3,3.7
234,부경,2014-01-10,9,8,2,영광의레이스,임성실,0:01:16.2,8,2 -  -  - 2 - 2 - 2 - 2,6.7,1.7
235,부경,2014-01-10,8,4,7,와일드인슈트,조창욱,0:01:32.3,1¾,5 -  -  - 7 - 7 - 7 - 7,19.5,9
236,부경,2014-01-10,8,5,1,글로벌진주,채규준,0:01:29.4,,4 -  -  - 2 - 2 - 2 - 1,7,4.5
237,부경,2014-01-10,7,7,5,대망불꽃,김영민,0:01:25.1,4,2 -  - 1 - 2 - 2 - 2 - 4,29.3,5.4
238,부경,2014-01-10,2,7,3,남도제왕,김태경,0:01:05.1,½,6 -  -  -  - 6 - 5 - 6,10.3,2.6
239,부경,2014-01-10,1,8,6,헬로엑톤,김영민,0:01:05.4,2½,1 -  -  -  - 2 - 2 - 5,9.2,1.3
240,부경,2014-01-10,10,3,8,천년시대,이성재,0:01:38.3,2½,10 -  - 10 - 11 - 11 - 10 - 9,4.4,1.7
241,부경,2014-01-10,10,5,4,블로섬버드,송경윤,0:01:37.6,3,7 -  - 7 - 8 - 8 - 8 - 4,15.6,4
242,부경,2014-01-10,7,5,2,중앙해주,이성재,0:01:23.7,4,8 -  - 6 - 8 - 8 - 5 - 2,4.4,1.4
243,부경,2014-01-10,4,2,4,신흥메니피,채규준,0:01:18.8,5,7 -  -  - 7 - 7 - 7 - 5,4.5,2.8
244,부경,2014-01-10,1,7,8,위닝넘버,김정웅,0:01:07.0,8,8 -  -  -  - 8 - 8 - 8,90.6,16.4
245,부경,2014-01-10,3,12,12,영원한미소,유현명,0:01:04.7,1¼,7 -  -  -  - 10 - 12 - 12,27.3,7.3
246,부경,2014-01-10,4,6,5,모닝임팩트,황종우,0:01:19.0,1½,1 -  -  - 1 - 1 - 2 - 3,21.2,10.1
247,부경,2014-01-10,5,6,7,담양천사,황종우,0:01:20.8,3,3 -  -  - 3 - 4 - 4 - 7,50.6,10.7
248,부경,2014-01-10,6,10,7,아랑허라,구영준,0:01:18.7,½,7 -  -  - 7 - 7 - 7 - 6,41.9,6.5
249,부경,2014-01-10,7,10,3,브로드오션,송경윤,0:01:23.9,1,6 -  - 4 - 4 - 4 - 4 - 3,20.3,4.1
250,부경,2014-01-10,8,2,5,러블리러블리,유현명,0:01:30.7,4,3 -  -  - 4 - 5 - 5 - 6,12.1,5.6
251,부경,2014-01-10,9,1,3,배다리퀸,송경윤,0:01:17.5,7,8 -  -  - 9 - 9 - 9 - 8,39.4,4.1
252,부경,2014-01-10,7,2,10,청일태양,김태경,0:01:26.5,2,7 -  - 8 - 5 - 5 - 6 - 10,82.4,6.8
253,부경,2014-01-10,6,6,1,원일최강,이성재,0:01:16.3,,6 -  -  - 6 - 6 - 5 - 2,4.5,1.4
254,부경,2014-01-10,6,1,5,벌마소년,최시대,0:01:18.0,1½,5 -  -  - 4 - 4 - 2 - 4,2.1,1.2
255,부경,2014-01-10,5,7,1,소리킹,박금만,0:01:17.7,,2 -  -  - 2 - 2 - 2 - 1,2.9,1.3
256,부경,2014-01-10,5,8,3,길상,설동복,0:01:18.5,2,6 -  -  - 8 - 7 - 6 - 4,4.7,1.5
257,부경,2014-01-10,4,5,2,중앙의바다,홀랜드,0:01:17.6,3,4 -  -  - 4 - 3 - 3 - 2,2.1,1.1
258,부경,2014-01-10,4,3,1,질주의바다,김동영,0:01:17.1,,3 -  -  - 2 - 2 - 1 - 1,3.9,2
259,부경,2014-01-10,4,1,7,대호명장,구민성,0:01:20.2,4,2 -  -  - 3 - 4 - 4 - 6,23,9.9
260,부경,2014-01-10,3,6,6,오추마,송경윤,0:01:03.4,목,9 -  -  -  - 7 - 6 - 6,28.6,3.9
261,부경,2014-01-10,3,1,9,프로페서실버,홀랜드,0:01:04.3,코,12 -  -  -  - 12 - 8 - 8,23.5,3.7
262,부경,2014-01-10,3,9,11,영웅천하,김동영,0:01:04.5,¾,10 -  -  -  - 11 - 11 - 11,82.4,9.8
263,부경,2014-01-10,3,5,3,에이스킹덤,김현중,0:01:03.0,1,1 -  -  -  - 1 - 2 - 2,3.8,1.4
264,부경,2014-01-10,3,7,7,태양의축복,정동철,0:01:04.3,5,11 -  -  -  - 9 - 9 - 9,68.2,11.1
265,부경,2014-01-10,3,11,2,닥터스피드,다나카,0:01:02.8,7,2 -  -  -  - 3 - 3 - 3,7,1.6
266,부경,2014-01-10,10,12,7,천하특급,홀랜드,0:01:37.9,코,5 -  - 6 - 3 - 3 - 3 - 7,12.9,2.8
267,부경,2014-01-10,10,7,12,오케이트리플,채규준,0:01:41.3,12,2 -  - 1 - 1 - 1 - 6 - 12,53.3,16.7
268,부경,2014-01-10,11,9,2,메가톤,임성실,0:01:42.3,4,3 -  - 6 - 6 - 7 - 5 - 3,1.8,1.1
269,부경,2014-01-10,11,7,3,올플러스,김현중,0:01:42.8,2½,2 -  - 3 - 3 - 3 - 1 - 2,37.2,7.9
270,부경,2014-01-10,11,10,6,킹프라다,김도현,0:01:43.9,1,8 -  - 9 - 8 - 8 - 3 - 4,26.4,3.8
271,부경,2014-01-10,10,11,2,트윙클스타,김동영,0:01:36.7,착변+머리,9 -  - 5 - 4 - 4 - 1 - 1,4.9,2.2
272,부경,2014-01-10,10,9,6,플레임캠프,임성실,0:01:37.8,목,4 -  - 4 - 6 - 6 - 7 - 5,6.9,2
273,부경,2014-01-10,9,4,8,체인지업,김정웅,0:01:18.1,½,9 -  -  - 8 - 8 - 8 - 9,45.2,6.6
274,부경,2014-01-10,8,7,3,맥스이펙티부스,홀랜드,0:01:29.8,1¾,7 -  -  - 6 - 6 - 6 - 4,2.2,1
275,부경,2014-01-10,8,6,4,럭셔리맨,다나카,0:01:30.0,¾,2 -  -  - 1 - 1 - 1 - 2,5.6,2.7
276,부경,2014-01-10,8,1,2,기회만점,김현중,0:01:29.5,¾,6 -  -  - 5 - 4 - 4 - 3,4.8,2.9
277,부경,2014-01-10,10,6,3,코리아킹,유현명,0:01:37.0,1¾,8 -  - 8 - 7 - 7 - 4 - 2,6.2,2
278,부경,2014-01-10,10,8,10,해란강자,김정웅,0:01:38.8,1½,3 -  - 3 - 5 - 5 - 5 - 8,19.6,5
279,부경,2014-01-10,7,9,6,구름사이로,다나카,0:01:25.3,¾,10 -  - 10 - 9 - 7 - 8 - 7,16.3,2.2
280,부경,2014-01-10,6,8,4,마법의제왕,송경윤,0:01:17.8,1¼,9 -  -  - 9 - 9 - 9 - 9,70.6,8.5
281,부경,2014-01-10,5,4,5,강호주역,박성광,0:01:20.2,1¾,5 -  -  - 5 - 5 - 5 - 5,7.9,1.7
282,부경,2014-01-10,3,3,1,무진장,최시대,0:01:01.7,,3 -  -  -  - 2 - 1 - 1,1.7,1.2
283,부경,2014-01-10,3,2,10,기막힌선택,박금만,0:01:04.3,머리,8 -  -  -  - 6 - 7 - 7,28.6,4.5
284,부경,2014-01-10,1,1,7,네버다이호크,조창욱,0:01:05.6,1¼,7 -  -  -  - 6 - 6 - 7,25.8,3
285,부경,2014-01-10,11,2,10,간다이,문중원,0:01:46.8,5,5 -  - 1 - 2 - 2 - 8 - 10,10.4,2.5
286,부경,2014-01-10,11,8,1,치마천리,채규준,0:01:41.6,,7 -  - 7 - 7 - 5 - 2 - 1,4.9,1.7
287,부경,2014-01-10,11,1,8,가슴으로,홀랜드,0:01:45.4,7,4 -  - 4 - 5 - 6 - 7 - 8,8.5,2.3
288,부경,2014-01-10,2,8,6,에이스스피드,박재호,0:01:05.3,코,3 -  -  -  - 3 - 2 - 2,8.3,1.9
289,부경,2014-01-10,2,2,7,알파만점,조창욱,0:01:06.2,5,8 -  -  -  - 8 - 8 - 8,13.9,4.9
290,부경,2014-01-10,11,4,7,정상시대,최시대,0:01:44.2,1½,6 -  - 5 - 4 - 4 - 4 - 6,14.1,3.8
291,부경,2014-01-10,11,6,9,라온발리,조창욱,0:01:46.0,3,1 -  - 2 - 1 - 1 - 6 - 9,13.6,3.1
292,부경,2014-01-10,11,3,5,조광,정동철,0:01:43.7,3,9 -  - 8 - 9 - 10 - 9 - 7,39.5,4.2
293,부경,2014-01-10,10,10,1,지상광풍,최시대,0:01:36.7,,1 -  - 2 - 2 - 2 - 2 - 3,4.3,2.1
294,부경,2014-01-10,8,3,6,북벌황제,임성실,0:01:32.0,7,1 -  -  - 3 - 3 - 3 - 5,7.7,3.8
295,부경,2014-01-12,6,3,7,중원제패,김태경,0:02:13.0,¾,8 - 9 - 7 - 6 - 7 - 8 - 8,24.7,4.1
296,부경,2014-01-12,6,2,5,풀포리스트,오영일,0:02:12.4,2½,9 - 10 - 10 - 8 - 9 - 10 - 9,33.1,3.8
297,부경,2014-01-12,5,4,10,최신무적,김남성,0:01:32.3,9,5 -  -  - 3 - 4 - 8 - 11,73.8,16.9
298,부경,2014-01-12,2,6,8,유일신,이성재,0:01:18.8,¾,4 -  -  - 4 - 4 - 5 - 6,14.3,2.3
299,부경,2014-01-12,6,6,6,천재보고,유현명,0:02:12.8,2½,11 - 11 - 11 - 10 - 8 - 5 - 5,15.2,3.7
300,부경,2014-01-12,5,7,3,아크라이트,송경윤,0:01:29.2,목,6 -  -  - 8 - 8 - 6 - 5,9.1,2.8
301,부경,2014-01-12,3,9,4,바비이키,송경윤,0:01:38.8,1¼,7 -  - 7 - 7 - 8 - 7 - 5,12.4,2.6
302,부경,2014-01-12,2,10,6,블랙알렉스,김태준,0:01:17.9,¾,6 -  -  - 6 - 7 - 8 - 7,28.7,5.8
303,부경,2014-01-12,1,8,5,레드빅,박금만,0:01:05.0,머리,3 -  -  -  - 2 - 1 - 1,2,1.1
304,부경,2014-01-12,1,1,,연승의환호,김현중,,출전취소, -  -  -  -  -  - ,0,0
305,부경,2014-01-12,5,5,2,멜로디선,최시대,0:01:29.2,1,2 -  -  - 4 - 3 - 2 - 1,5.9,2.2
306,부경,2014-01-12,3,2,1,람세스아실드,정동철,0:01:38.1,,5 -  - 5 - 5 - 3 - 2 - 1,2.2,1.2
307,부경,2014-01-12,6,5,4,비바에이스,송경윤,0:02:12.0,목,2 - 3 - 3 - 2 - 2 - 1 - 2,3.8,1.6
308,부경,2014-01-12,6,9,8,밧세바파크,문중원,0:02:13.2,1¼,4 - 4 - 4 - 3 - 3 - 3 - 6,18.3,3
309,부경,2014-01-12,6,10,3,라이언산타,김동영,0:02:11.9,4,5 - 5 - 5 - 5 - 5 - 6 - 4,3.2,1.5
310,부경,2014-01-12,5,6,4,새천년대로,이성재,0:01:29.2,목,12 -  -  - 13 - 12 - 9 - 7,7.2,1.9
311,부경,2014-01-12,5,8,13,라온보스,홀랜드,0:01:34.8,11,3 -  -  - 6 - 6 - 12 - 13,11.1,3.2
312,부경,2014-01-12,5,9,7,금강비경,오영일,0:01:29.5,목,7 -  -  - 10 - 9 - 7 - 6,8.1,2.6
313,부경,2014-01-12,5,1,12,천리광풍,박성광,0:01:32.8,2,9 -  -  - 7 - 10 - 13 - 12,102.5,17.8
314,부경,2014-01-12,5,3,1,웨스트윈드,김태경,0:01:29.0,,10 -  -  - 5 - 5 - 5 - 3,33.8,6.2
315,부경,2014-01-12,3,1,5,퍼펙트히어로,조창욱,0:01:38.9,머리,2 -  - 4 - 3 - 4 - 4 - 3,9.3,3.7
316,부경,2014-01-12,3,8,2,싱그러운친구,김영민,0:01:38.4,2,4 -  - 3 - 2 - 2 - 1 - 2,4,1.6
317,부경,2014-01-12,3,6,10,슈퍼킹,유현명,0:01:42.7,6,6 -  - 6 - 6 - 7 - 9 - 10,24.1,6.4
318,부경,2014-01-12,2,1,4,선택받은자,최시대,0:01:17.8,목,8 -  -  - 9 - 9 - 9 - 8,17.9,3
319,부경,2014-01-12,2,8,5,메이저엠퍼러,채규준,0:01:17.8,머리,5 -  -  - 5 - 5 - 4 - 3,4.1,1.4
320,부경,2014-01-12,2,4,3,갤럭틱파워,홀랜드,0:01:17.7,7,7 -  -  - 7 - 8 - 6 - 4,40.8,4.3
321,부경,2014-01-12,1,9,8,영광의별,송경윤,0:01:06.9,7,4 -  -  -  - 3 - 3 - 7,13.4,2.5
322,부경,2014-01-12,4,2,3,천지지존,김동영,0:01:24.5,2½,4 -  - 3 - 5 - 3 - 3 - 3,8.2,1.6
323,부경,2014-01-12,6,11,11,당대챔프,김현중,0:02:14.8,4,10 - 8 - 9 - 11 - 11 - 11 - 11,82,13.3
324,부경,2014-01-12,5,12,8,스피드맨,조창욱,0:01:29.6,목,1 -  -  - 1 - 1 - 1 - 2,6.6,3.1
325,부경,2014-01-12,5,11,5,신흥강풍,정동철,0:01:29.3,½,11 -  -  - 12 - 13 - 10 - 8,16,3.6
326,부경,2014-01-12,4,1,,배틀마스터,유현명,,출전취소, -  -  -  -  -  - ,0,0
327,부경,2014-01-12,2,7,1,동급제왕,다나카,0:01:15.4,,2 -  -  - 2 - 2 - 2 - 1,1.7,1.1
328,부경,2014-01-12,1,4,3,우루밤바,김영민,0:01:04.6,2½,8 -  -  -  - 8 - 8 - 8,32.7,4.1
329,부경,2014-01-12,4,8,6,코러스원,다나카,0:01:24.9,½,3 -  - 6 - 4 - 5 - 4 - 6,13.3,2.7
330,부경,2014-01-12,4,3,5,우리사랑,김남성,0:01:24.9,½,5 -  - 2 - 6 - 6 - 6 - 4,21.1,2.6
331,부경,2014-01-12,4,4,1,스페셜킹덤,송경윤,0:01:23.9,,1 -  - 1 - 1 - 1 - 1 - 1,1.4,1
332,부경,2014-01-12,5,2,6,푸른에너지,제롬,0:01:29.5,1,13 -  -  - 9 - 7 - 4 - 4,15.7,5
333,부경,2014-01-12,5,13,11,미스퀵,유현명,0:01:32.4,1,4 -  -  - 2 - 2 - 3 - 9,3.7,1.7
334,부경,2014-01-12,6,8,10,다라니,조창욱,0:02:14.0,¾,3 - 2 - 1 - 1 - 1 - 2 - 7,46.9,8
335,부경,2014-01-12,6,4,1,헤바,정동철,0:02:11.2,,6 - 6 - 6 - 7 - 6 - 4 - 1,4.7,2
336,부경,2014-01-12,1,2,2,안젤리나,유현명,0:01:04.2,½,2 -  -  -  - 4 - 4 - 2,3,1.3
337,부경,2014-01-12,1,7,6,신세계신화,김동영,0:01:05.1,¾,6 -  -  -  - 7 - 7 - 5,17.9,3.4
338,부경,2014-01-12,1,5,7,강마애,박재호,0:01:05.6,3,1 -  -  -  - 1 - 2 - 3,45.2,8.5
339,부경,2014-01-12,2,9,7,태왕퀸,설동복,0:01:18.6,4,9 -  -  - 8 - 6 - 7 - 9,34.8,4
340,부경,2014-01-12,2,5,9,서니트레저,임성실,0:01:19.0,1,10 -  -  - 10 - 10 - 10 - 10,50.9,9.9
341,부경,2014-01-12,2,3,2,레이디펀치,송경윤,0:01:16.5,7,1 -  -  - 1 - 1 - 1 - 2,5.4,1.7
342,부경,2014-01-12,2,2,10,슬레이즈플래시,김현중,0:01:19.1,¾,3 -  -  - 3 - 3 - 3 - 5,96.6,17.8
343,부경,2014-01-12,3,3,8,그랜드피날레,김현중,0:01:40.7,4,10 -  - 9 - 9 - 9 - 8 - 8,10.2,2
344,부경,2014-01-12,3,7,3,이그니스퀸,김정웅,0:01:38.6,1,3 -  - 2 - 4 - 5 - 5 - 4,9,2.3
345,부경,2014-01-12,3,4,7,나우히어,이성재,0:01:40.0,2,1 -  - 1 - 1 - 1 - 3 - 6,20.8,4.9
346,부경,2014-01-12,3,5,6,레몬향기,최시대,0:01:39.7,5,8 -  - 8 - 8 - 6 - 6 - 7,26.6,4.6
347,부경,2014-01-12,4,5,4,해국,김현중,0:01:24.8,2,7 -  - 7 - 7 - 7 - 7 - 5,8.8,1.7
348,부경,2014-01-12,4,7,7,자유로운시대,구영준,0:01:25.3,2,2 -  - 5 - 3 - 4 - 5 - 7,7.4,1.7
349,부경,2014-01-12,4,6,2,소백정기,김태경,0:01:24.0,¾,6 -  - 4 - 2 - 2 - 2 - 2,32.4,6.1
350,부경,2014-01-12,6,7,9,일금빛,최시대,0:02:13.9,4,1 - 1 - 2 - 4 - 4 - 9 - 10,60.8,12.2
351,부경,2014-01-12,3,10,9,우주왕,오영일,0:01:41.7,6,9 -  - 10 - 10 - 10 - 10 - 9,53,10.3
352,부경,2014-01-12,1,3,4,천지히어로,다나카,0:01:05.0,2,7 -  -  -  - 6 - 6 - 6,21.4,2.7
353,부경,2014-01-12,1,6,1,베레두스,홀랜드,0:01:04.1,,5 -  -  -  - 5 - 5 - 4,5.3,1.6
354,부경,2014-01-12,5,10,9,창공일로,설동복,0:01:30.7,7,8 -  -  - 11 - 11 - 11 - 10,59.1,13.1
355,부경,2014-01-12,6,1,2,감동의바다,임성실,0:02:11.3,½,7 - 7 - 8 - 9 - 10 - 7 - 3,4.5,1.8
356,부경,2014-01-17,10,7,7,메간포스,이성재,0:01:31.7,1½,7 -  -  - 7 - 7 - 8 - 8,12.6,2.5
357,부경,2014-01-17,10,5,2,무한신뢰,홀랜드,0:01:30.0,2½,1 -  -  - 1 - 1 - 1 - 2,8.6,2.9
358,부경,2014-01-17,10,8,3,천행질주,유현명,0:01:30.4,2½,4 -  -  - 5 - 5 - 5 - 3,2.4,1.2
359,부경,2014-01-17,11,6,8,더비프로포즈,정동철,0:02:15.5,4,8 - 8 - 8 - 8 - 7 - 6 - 7,17.1,2.9
360,부경,2014-01-17,11,7,5,상승대청,조창욱,0:02:14.1,3,9 - 9 - 9 - 9 - 9 - 8 - 5,21.1,3.9
361,부경,2014-01-17,11,5,6,머니퀸,설동복,0:02:14.3,1,5 - 7 - 6 - 5 - 5 - 5 - 6,27.5,6.1
362,부경,2014-01-17,8,8,2,위닝원더풀,후지이,0:01:16.1,5,3 -  -  - 2 - 2 - 2 - 2,2.2,1.3
363,부경,2014-01-17,9,13,13,뷰티풀남해,정동철,0:01:26.3,3,13 -  - 13 - 12 - 12 - 13 - 13,5.9,1.6
364,부경,2014-01-17,9,6,9,그레이트마하,김정웅,0:01:23.9,3,4 -  - 4 - 4 - 5 - 4 - 6,60.2,13.7
365,부경,2014-01-17,1,2,9,드리우마,김태준,0:01:06.9,8,9 -  -  -  - 9 - 9 - 9,93.7,20.2
366,부경,2014-01-17,6,11,9,브레인빅터,송경윤,0:01:19.2,코,9 -  -  - 10 - 10 - 11 - 9,36.8,5.1
367,부경,2014-01-17,1,8,7,쿨런,홀랜드,0:01:05.0,1¼,3 -  -  -  - 4 - 4 - 6,4.1,1.4
368,부경,2014-01-17,8,4,4,남정북벌,홀랜드,0:01:16.8,3,6 -  -  - 4 - 4 - 4 - 4,6.9,1.7
369,부경,2014-01-17,6,3,5,담양전설,박성광,0:01:17.9,1¾,4 -  -  - 4 - 4 - 4 - 5,19.6,4.2
370,부경,2014-01-17,2,3,1,담양의질주,이성재,0:01:01.8,,3 -  -  -  - 1 - 1 - 1,2.8,1.4
371,부경,2014-01-17,2,6,11,대천왕,김태경,0:01:07.1,8,10 -  -  -  - 10 - 10 - 11,70.5,18.9
372,부경,2014-01-17,11,8,7,시크릿무브,문중원,0:02:14.8,3,3 - 3 - 4 - 7 - 8 - 9 - 9,4.1,1.3
373,부경,2014-01-17,9,10,1,박수쳐,홀랜드,0:01:22.2,,3 -  - 3 - 3 - 3 - 1 - 1,2.1,1.4
374,부경,2014-01-17,2,9,3,매직앱테니아,정동철,0:01:04.2,4,6 -  -  -  - 6 - 7 - 7,4.9,1.6
375,부경,2014-01-17,10,6,6,한양을가자,다나카,0:01:31.4,½,3 -  -  - 3 - 4 - 3 - 5,4,1.7
376,부경,2014-01-17,1,5,6,보헤미안,이성재,0:01:04.8,3,8 -  -  -  - 8 - 8 - 7,40.3,7.5
377,부경,2014-01-17,8,9,8,광활한대지,황종우,0:01:17.8,¾,9 -  -  - 9 - 8 - 8 - 8,69.6,20.2
378,부경,2014-01-17,5,2,2,하이브리드,후지이,0:01:25.4,1¼,7 -  - 7 - 7 - 7 - 6 - 4,1.4,1
379,부경,2014-01-17,4,6,1,버닝타임,후지이,0:01:17.5,,2 -  -  - 2 - 2 - 2 - 1,6.7,3
380,부경,2014-01-17,6,5,4,최대강자,유현명,0:01:17.6,½,1 -  -  - 1 - 1 - 1 - 4,10.7,3.2
381,부경,2014-01-17,7,1,9,배다리에이스,설동복,0:01:33.3,½,5 -  -  - 6 - 6 - 7 - 8,54.2,10.8
382,부경,2014-01-17,2,8,10,안나프로이드,구민성,0:01:05.7,½,12 -  -  -  - 11 - 11 - 10,74.6,9.7
383,부경,2014-01-17,10,1,8,가속행진,박재호,0:01:32.3,4,8 -  -  - 8 - 8 - 7 - 7,37,6.5
384,부경,2014-01-17,11,9,3,오디세우스,박금만,0:02:13.3,2½,4 - 6 - 3 - 3 - 4 - 4 - 3,10,2.7
385,부경,2014-01-17,8,6,1,골든캐럴,유현명,0:01:15.2,,1 -  -  - 1 - 1 - 1 - 1,3.5,1.5
386,부경,2014-01-17,6,6,7,해피니스,김명신,0:01:19.0,2½,5 -  -  - 6 - 7 - 7 - 8,122.9,14
387,부경,2014-01-17,7,9,6,길운,송경윤,0:01:32.8,2,8 -  -  - 8 - 8 - 8 - 7,17.5,3.3
388,부경,2014-01-17,7,3,1,노벨신화,최시대,0:01:31.3,,4 -  -  - 4 - 4 - 4 - 3,3.6,1.4
389,부경,2014-01-17,7,4,3,스피드퀸,이성재,0:01:31.5,목,1 -  -  - 1 - 1 - 1 - 1,19.5,4.2
390,부경,2014-01-17,8,1,9,라뿌에르떼,김현중,0:01:17.9,½,4 -  -  - 5 - 5 - 5 - 7,87.1,13.4
391,부경,2014-01-17,8,5,7,비바블랙,최시대,0:01:17.7,4,10 -  -  - 10 - 10 - 10 - 9,21.1,4
392,부경,2014-01-17,2,4,5,올캐치,김어수,0:01:04.5,¾,1 -  -  -  - 2 - 2 - 3,5.5,1.5
393,부경,2014-01-17,2,12,7,미드나잇와일카드,송경윤,0:01:05.5,4,2 -  -  -  - 3 - 3 - 5,28.8,6.6
394,부경,2014-01-17,4,1,6,화려한단비,박재호,0:01:19.8,1¼,7 -  -  - 7 - 7 - 7 - 6,31.3,8.4
395,부경,2014-01-17,2,1,9,퍼펙트느낌,김현중,0:01:05.6,½,8 -  -  -  - 7 - 8 - 9,89.2,15.4
396,부경,2014-01-17,1,10,4,영웅출현,후지이,0:01:04.2,머리,6 -  -  -  - 7 - 7 - 4,1.6,1
397,부경,2014-01-17,9,7,7,비바타이푼,김현중,0:01:23.4,¾,7 -  - 9 - 8 - 9 - 9 - 10,18.5,5.1
398,부경,2014-01-17,9,8,4,하버베이,김도현,0:01:23.0,½,10 -  - 10 - 9 - 7 - 8 - 5,69.6,9.6
399,부경,2014-01-17,9,2,5,버닝웨이,김태경,0:01:23.3,1¾,9 -  - 8 - 10 - 10 - 10 - 7,23.9,5.1
400,부경,2014-01-17,8,2,5,부경시대,조창욱,0:01:16.9,½,5 -  -  - 6 - 7 - 7 - 6,7.6,1.9
401,부경,2014-01-17,7,5,5,건파이터,김현중,0:01:32.5,2,7 -  -  - 7 - 7 - 6 - 6,27.8,5.8
402,부경,2014-01-17,7,2,4,클린최강,박금만,0:01:32.1,3,2 -  -  - 3 - 3 - 3 - 4,2.8,1.3
403,부경,2014-01-17,2,7,2,다이나믹보스,유현명,0:01:03.5,10,5 -  -  -  - 5 - 5 - 2,3.2,1.7
